Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
10-10-23,Montreal East,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,233,163,2179.45,TRUE,12,FALSE,5423.9,2217.3,8066
11-10-23,Montreal South,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,842,3279,7883.57,TRUE,2,FALSE,83590.87,3647.2,9088
12-10-23,Montreal East,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Pending,1060,4626,5399.33,TRUE,7,TRUE,155949.05,5001.1,11212
13-10-23,Montreal North,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Fulfilled,376,4605,5653.03,TRUE,8,FALSE,42972.63,3189.9,6408
14-10-23,Montreal North,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Fulfilled,626,2435,18590.17,TRUE,12,FALSE,81436.22,3502.5,5840
14-10-23,Montreal East,Computer Peripherals,Nova Distribution,Ville-Marie Hub,Pending,625,2824,3713.56,TRUE,6,TRUE,68887.28,3669,7481
15-10-23,Montreal North,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Fulfilled,221,3349,13559,TRUE,15,FALSE,53155.2,4077.8,9269
16-10-23,Montreal West,Computer Peripherals,Nova Distribution,Laval Distribution Center,Fulfilled,143,2469,10889.8,TRUE,16,FALSE,10655.52,2787.5,7960
17-10-23,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,400,1579,5397.89,TRUE,1,FALSE,35803.88,1431.9,7025
18-10-23,Montreal East,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,545,1086,9200.44,TRUE,21,FALSE,26929.02,696.2,11836
19-10-23,Montreal South,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,562,330,8508.64,TRUE,26,TRUE,54713.03,2977.6,6547
19-10-23,Montreal East,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,305,4285,6509.25,FALSE,23,FALSE,39440.92,5828.4,8432
20-10-23,Montreal East,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,337,4737,2045.15,FALSE,16,FALSE,7190.44,5473,9376
21-10-23,Montreal South,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,630,4178,6179.14,TRUE,27,FALSE,145594.6,2660.9,8508
22-10-23,Montreal North,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,190,349,13325.33,TRUE,13,FALSE,21886.4,2884.4,6187
23-10-23,Montreal South,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,550,3859,13188.03,TRUE,12,TRUE,38845.42,2565.6,8817
24-10-23,Montreal South,Smart Devices,Nova Distribution,Verdun Storage Facility,Canceled,581,972,1810.68,TRUE,16,TRUE,51739.39,2201.3,8759
24-10-23,Montreal North,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,647,3024,5385.06,TRUE,11,FALSE,119672.26,4070.3,8053
25-10-23,Montreal East,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,405,4641,11063.3,TRUE,26,FALSE,68390.78,3877,9529
26-10-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,1063,2139,4068.58,TRUE,25,FALSE,113897.75,2143.3,5734
27-10-23,Montreal West,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,263,1857,6927.97,TRUE,21,FALSE,20363.09,1730.4,8819
28-10-23,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,756,1859,5741.4,TRUE,18,FALSE,48434.39,3445.9,11289
29-10-23,Montreal South,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,121,4966,13731.71,FALSE,17,TRUE,7976.48,3330.7,4916
29-10-23,Montreal North,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Pending,639,912,9630.78,TRUE,11,FALSE,82960.99,1361.2,9857
30-10-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Pending,160,1575,15459.41,TRUE,24,FALSE,14553.1,3057.8,11128
31-10-23,Montreal South,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Fulfilled,491,4479,15919.83,TRUE,8,FALSE,34286.13,3823.8,9775
01-11-23,Montreal North,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Canceled,422,4526,11629.58,TRUE,4,FALSE,42256.88,4075.8,7048
02-11-23,Montreal West,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Canceled,908,3599,6571.17,TRUE,29,FALSE,76241.78,4579.5,9019
03-11-23,Montreal West,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,809,4754,809.81,TRUE,18,FALSE,103428.2,3584.5,10164
04-11-23,Montreal South,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,304,2396,9213.58,TRUE,10,FALSE,33186.96,3611.2,9547
04-11-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,443,3276,10302.45,TRUE,13,TRUE,88625.22,2407.9,5711
05-11-23,Montreal East,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Canceled,850,1869,2773.81,TRUE,21,TRUE,104390.54,3593.7,9166
06-11-23,Montreal South,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Canceled,692,3208,11341.21,TRUE,14,FALSE,115993.05,2317.5,7637
07-11-23,Montreal West,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,430,389,900.37,FALSE,5,FALSE,21119.08,2384,8330
08-11-23,Montreal North,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,678,3172,10324.86,TRUE,6,FALSE,22928.69,3977.2,10389
09-11-23,Montreal East,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,220,5363,980.77,TRUE,15,FALSE,17652.85,4129.4,7663
09-11-23,Montreal West,Smart Devices,Nova Distribution,Verdun Storage Facility,Pending,1056,2553,5756.34,FALSE,7,FALSE,134278.34,2486.9,8643
10-11-23,Montreal South,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Fulfilled,479,1558,9682.16,TRUE,8,FALSE,13555.63,1293.1,8677
11-11-23,Montreal West,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Pending,477,856,11108.48,TRUE,4,FALSE,89241.3,908.4,6028
12-11-23,Montreal South,Smart Devices,ElectraTech Inc.,Verdun Storage Facility,Canceled,121,628,4950.32,TRUE,21,FALSE,10800.87,2076.1,5514
13-11-23,Montreal South,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Fulfilled,1128,2893,10415.16,TRUE,12,FALSE,39983.79,4187.1,5516
14-11-23,Montreal North,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,613,3273,14757.79,TRUE,24,FALSE,89358.09,2323.9,6651
14-11-23,Montreal North,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Pending,325,1574,12630.17,TRUE,16,FALSE,16638.67,2589.9,7084
15-11-23,Montreal East,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,484,2720,14870.69,TRUE,21,FALSE,54059.18,3270.6,8809
16-11-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Fulfilled,721,3150,11537.21,TRUE,19,FALSE,111293.79,3548.1,11071
17-11-23,Montreal North,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,676,2658,6004.55,FALSE,21,FALSE,47261.87,1878.7,7908
18-11-23,Montreal North,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Pending,464,362,1574.62,TRUE,5,FALSE,34751.13,463.9,7139
19-11-23,Montreal West,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,763,408,10519.03,FALSE,14,FALSE,117461.28,1785.1,6348
19-11-23,Montreal North,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Pending,444,3562,1831.39,TRUE,9,FALSE,76074.72,3637,6072
20-11-23,Montreal North,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,314,4447,3173.62,TRUE,8,FALSE,34185.96,4717.4,5749
21-11-23,Montreal East,Smart Devices,Nova Distribution,Ville-Marie Hub,Pending,550,2967,6595.53,TRUE,24,FALSE,35001.88,3666.4,11698
22-11-23,Montreal South,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,360,3460,7690.24,TRUE,25,FALSE,32024.88,3523.8,6655
23-11-23,Montreal West,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Fulfilled,571,2744,1614.42,TRUE,7,FALSE,36474.56,3466,10572
24-11-23,Montreal East,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,621,4909,10119.77,TRUE,20,FALSE,24791.52,2780.5,6241
24-11-23,Montreal West,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,489,1471,12309.18,TRUE,27,FALSE,79657.54,2385.5,7896
25-11-23,Montreal West,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,50,3539,9311.55,TRUE,12,FALSE,9398.27,3339.7,7183
26-11-23,Montreal West,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Pending,328,2740,12254.86,TRUE,26,FALSE,49183.51,4225.4,5396
27-11-23,Montreal East,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,579,4206,9256.92,TRUE,27,FALSE,123916.12,4230.9,5782
28-11-23,Montreal West,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,103,2877,10695.99,TRUE,25,FALSE,3052.85,2262.5,9923
29-11-23,Montreal East,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,306,1619,12996.75,TRUE,23,FALSE,30315.55,2056.9,10224
29-11-23,Montreal West,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,694,2520,18542.37,TRUE,3,FALSE,136686.83,2633.9,11351
30-11-23,Montreal West,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Fulfilled,182,2625,12969.87,TRUE,23,FALSE,12380.59,2958.5,6404
01-12-23,Montreal West,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,546,1685,8826.69,TRUE,28,FALSE,73186.68,2068.2,5204
02-12-23,Montreal South,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Canceled,150,1749,12930.08,TRUE,26,FALSE,35027.44,2710.2,8497
03-12-23,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Pending,494,2901,9977.4,TRUE,3,FALSE,57598.32,3616.3,9601
04-12-23,Montreal West,Consumer Electronics,ElectraTech Inc.,Laval Distribution Center,Pending,667,3995,18214.84,TRUE,18,FALSE,16577.38,2321.4,9339
04-12-23,Montreal South,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Pending,319,89,17595.63,TRUE,26,FALSE,61765.67,2041.2,6421
05-12-23,Montreal South,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,1082,4562,6878.2,TRUE,13,FALSE,175470.81,3178.9,9715
06-12-23,Montreal East,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Canceled,812,2138,14734.38,TRUE,26,FALSE,97195.13,1302.2,5554
07-12-23,Montreal West,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,597,734,1526.51,TRUE,18,FALSE,121281.9,3220,9292
08-12-23,Montreal North,Home Appliances,Nova Distribution,Ville-Marie Hub,Fulfilled,945,5636,15518.29,TRUE,27,TRUE,189465.28,3904.2,10251
09-12-23,Montreal East,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Fulfilled,99,2390,9250.01,FALSE,10,FALSE,3855.61,2769.2,9557
09-12-23,Montreal West,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,528,3317,3551.42,TRUE,23,FALSE,17437.04,3417.3,8891
10-12-23,Montreal North,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Pending,774,3720,9380.39,TRUE,3,FALSE,137002.69,2835.6,7803
11-12-23,Montreal East,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Pending,551,1178,7339,TRUE,19,FALSE,95158.11,1187.3,8460
12-12-23,Montreal North,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Canceled,927,842,13481.66,FALSE,16,FALSE,237275.57,2807.8,6069
13-12-23,Montreal South,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Canceled,643,5809,16641.62,TRUE,19,FALSE,40541.95,4736,9623
14-12-23,Montreal East,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,1106,3561,12292.34,FALSE,19,FALSE,201866.38,3159.3,7848
14-12-23,Montreal North,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Pending,1023,2926,17749.16,FALSE,6,FALSE,117356.91,4606.8,5815
15-12-23,Montreal North,Smart Devices,Nova Distribution,Laval Distribution Center,Pending,580,4214,1156.69,TRUE,22,FALSE,61813.38,5137.1,7211
16-12-23,Montreal South,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,1140,5628,7892.04,TRUE,12,FALSE,93303.85,2838.4,6434
17-12-23,Montreal West,Home Appliances,Nova Distribution,Ville-Marie Hub,Fulfilled,927,1000,2289.24,TRUE,1,FALSE,160396.58,2074.9,9977
18-12-23,Montreal North,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,384,3231,6550.62,TRUE,12,FALSE,52210.03,4217.8,7245
19-12-23,Montreal East,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Fulfilled,309,2845,4611.4,TRUE,5,FALSE,21274.56,2262.8,6510
20-12-23,Montreal South,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Fulfilled,382,295,16450.13,TRUE,15,FALSE,70621.16,257.7,12016
20-12-23,Montreal South,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Pending,266,222,9087.25,TRUE,22,FALSE,22664.66,246.7,7279
21-12-23,Montreal South,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,336,329,2280.02,TRUE,9,FALSE,10812.61,415.6,8022
22-12-23,Montreal South,Smart Devices,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,474,442,811.18,TRUE,10,FALSE,67002.48,619.3,10632
23-12-23,Montreal West,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,1006,390,2914.66,TRUE,7,FALSE,214028.87,436.7,6849
24-12-23,Montreal North,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Fulfilled,974,385,2720.75,TRUE,13,FALSE,173778,1131.3,8361
25-12-23,Montreal South,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,108,1899,6076.55,TRUE,9,FALSE,20225.39,3253.3,10605
25-12-23,Montreal West,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Fulfilled,488,4506,8309.81,FALSE,18,TRUE,19000.22,3881.2,10524
26-12-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,356,2571,12763.87,TRUE,2,FALSE,48990.07,2608.6,9914
27-12-23,Montreal North,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,256,2405,4420.27,TRUE,22,FALSE,10832.93,3400,9340
28-12-23,Montreal East,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Pending,827,4400,4532.32,TRUE,8,FALSE,59420.88,4729.3,9168
29-12-23,Montreal West,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Pending,739,4070,10898.52,FALSE,29,TRUE,129590.3,5139.5,6307
30-12-23,Montreal West,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Pending,306,4516,5965.52,TRUE,3,TRUE,37486.01,2199,11456
30-12-23,Montreal East,Consumer Electronics,Nova Distribution,Ville-Marie Hub,Fulfilled,1061,677,6197.63,TRUE,26,FALSE,117574.57,1564.6,7515
31-12-23,Montreal North,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,396,2611,6568.5,TRUE,12,TRUE,66653.19,3833.4,6123
01-01-24,Montreal West,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,920,5287,3284.3,TRUE,28,FALSE,105747.06,4716.5,5727
02-01-24,Montreal West,Computer Peripherals,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,814,4834,16207.18,TRUE,29,FALSE,76362.57,2352.1,6407
03-01-24,Montreal South,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,1021,561,5631.44,TRUE,5,FALSE,183193.93,1650,9281
04-01-24,Montreal South,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,896,2472,7830.4,TRUE,5,FALSE,117562.11,4712.6,7377
04-01-24,Montreal South,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,413,4952,671.69,TRUE,24,FALSE,73287.37,3072.8,9062
05-01-24,Montreal South,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,280,405,8904.73,TRUE,28,FALSE,8611.35,1268.2,5832
06-01-24,Montreal West,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,429,1666,9527.21,TRUE,4,FALSE,21208.38,1354.2,7170
07-01-24,Montreal South,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Canceled,697,330,6488.3,TRUE,18,FALSE,90757.83,288,7896
08-01-24,Montreal East,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,752,223,1372.87,TRUE,20,FALSE,150016.08,545,8524
09-01-24,Montreal South,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,579,738,16896.45,TRUE,10,FALSE,96163.09,1739.1,9169
09-01-24,Montreal North,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,493,2658,3683.43,TRUE,21,FALSE,18286.94,1861.1,8578
10-01-24,Montreal North,Home Appliances,Nova Distribution,Laval Distribution Center,Pending,90,124,1538.3,TRUE,12,FALSE,13380.01,2009.8,6103
11-01-24,Montreal East,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,825,4406,7637.56,TRUE,13,FALSE,28004.99,3295.8,7210
12-01-24,Montreal East,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Pending,962,1262,11497.44,TRUE,10,FALSE,83258.39,753.3,6992
13-01-24,Montreal North,Home Appliances,PixelSource Ltd.,Laval Distribution Center,Fulfilled,427,182,6651.83,TRUE,26,FALSE,30761.77,1678.9,6422
14-01-24,Montreal East,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,271,2250,6452.52,TRUE,29,FALSE,36339.11,2185.8,5735
14-01-24,Montreal North,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Fulfilled,726,1430,12266.53,TRUE,12,FALSE,154817.93,1863,5533
15-01-24,Montreal East,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,444,1998,675.37,TRUE,29,FALSE,111410.02,1432.9,9372
16-01-24,Montreal East,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Fulfilled,702,748,10809.21,TRUE,11,FALSE,72915.24,2419.6,7409
17-01-24,Montreal North,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Canceled,833,2838,7492.83,TRUE,19,FALSE,76980.71,2391.7,6683
18-01-24,Montreal West,Computer Peripherals,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,291,982,5297.75,TRUE,18,FALSE,56382.61,1649.9,6631
19-01-24,Montreal South,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,462,2239,2376.7,TRUE,6,FALSE,64155.12,2109.3,6887
19-01-24,Montreal West,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,70,2157,15523.05,TRUE,7,TRUE,3700.05,3621.6,6319
20-01-24,Montreal South,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Fulfilled,180,4131,3854.5,TRUE,19,FALSE,26978.43,2633.1,5631
21-01-24,Montreal North,Smart Devices,Nova Distribution,Verdun Storage Facility,Fulfilled,947,153,13213.49,TRUE,16,FALSE,156742.02,653.5,9851
22-01-24,Montreal East,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,107,921,15989.11,TRUE,7,FALSE,16415.8,651,6448
23-01-24,Montreal West,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Pending,411,405,13298.79,TRUE,9,FALSE,38015.93,1321.5,9540
24-01-24,Montreal South,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,1132,1586,15470.21,TRUE,24,FALSE,28357.88,1309.5,5033
24-01-24,Montreal East,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,78,408,4996.81,TRUE,13,FALSE,3711.24,1182,6402
25-01-24,Montreal East,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,659,1808,9044.94,TRUE,2,FALSE,43254.94,2259.7,9161
26-01-24,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,896,2489,13675.94,TRUE,1,FALSE,146541.07,4199.3,9583
27-01-24,Montreal West,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Pending,997,4651,11643.35,TRUE,13,FALSE,169664.39,2635.9,5591
28-01-24,Montreal East,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,884,1614,4054.68,TRUE,9,FALSE,99060.54,2734,6976
29-01-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,205,3917,9511.4,TRUE,17,FALSE,5430.47,4138,8279
30-01-24,Montreal East,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Pending,294,4948,13033.8,TRUE,24,FALSE,5988.18,4657.8,5592
30-01-24,Montreal East,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Canceled,88,3040,607.98,TRUE,19,FALSE,11544.11,2823.6,6172
31-01-24,Montreal North,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Pending,830,2908,10427.28,TRUE,10,FALSE,94332.73,2086.8,8336
01-02-24,Montreal North,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Pending,761,663,12925.54,TRUE,16,FALSE,46147.88,1198.9,10230
02-02-24,Montreal East,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,1195,1479,2178.76,TRUE,4,FALSE,153027.3,2124.8,6786
03-02-24,Montreal East,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,144,2320,16160.73,TRUE,9,FALSE,7752.57,3161.4,10426
04-02-24,Montreal South,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Pending,108,3329,2728.31,TRUE,29,FALSE,6566.43,3028.2,6569
04-02-24,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Fulfilled,585,1034,9125.31,TRUE,10,FALSE,44821.94,996.9,8876
05-02-24,Montreal North,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,128,715,566.71,TRUE,29,FALSE,13677.96,1821.1,8868
06-02-24,Montreal West,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,503,2671,15946.26,TRUE,7,FALSE,97022.2,3688.4,6917
07-02-24,Montreal North,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,232,3821,3134.32,TRUE,11,FALSE,18129.13,3175,10209
08-02-24,Montreal South,Home Appliances,Nova Distribution,Ville-Marie Hub,Pending,999,1153,2167.62,TRUE,14,FALSE,127000.95,1335.4,10443
09-02-24,Montreal South,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Pending,692,1249,2008.4,TRUE,26,FALSE,14777.96,1634.2,6730
09-02-24,Montreal West,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Pending,178,2252,5099.28,TRUE,22,FALSE,6866.47,4374.1,6400
10-02-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,633,4719,2270.93,TRUE,20,FALSE,131845.97,3558.7,6418
11-02-24,Montreal West,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Pending,165,1786,5256.48,TRUE,7,FALSE,20539.03,1265.8,9806
12-02-24,Montreal North,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,689,987,933.94,TRUE,9,FALSE,64994.11,1986.5,9301
13-02-24,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Fulfilled,297,2895,5159.32,TRUE,16,FALSE,23234.41,2967.7,6732
14-02-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Pending,813,2984,7848.97,TRUE,5,FALSE,46447.96,2722.3,9209
14-02-24,Montreal South,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Pending,703,1837,1889.36,TRUE,20,FALSE,61624.01,2446.9,9042
15-02-24,Montreal West,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,102,2597,7289.46,TRUE,12,FALSE,20648.84,3619.6,10975
16-02-24,Montreal West,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Fulfilled,260,2862,9997.13,TRUE,7,TRUE,78250.39,3450.6,6918
17-02-24,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,592,3944,11831.51,TRUE,10,FALSE,130964.04,3499.5,8255
18-02-24,Montreal North,Smart Devices,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,255,3069,5400.48,TRUE,19,FALSE,14182.72,2783.9,4814
19-02-24,Montreal North,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,235,2125,8187.3,TRUE,12,FALSE,22868.44,3793.7,6963
19-02-24,Montreal South,Smart Devices,Nova Distribution,Verdun Storage Facility,Pending,356,4054,14299.75,TRUE,16,FALSE,33451.84,5119.8,7090
20-02-24,Montreal East,Computer Peripherals,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,545,4742,637.12,TRUE,12,FALSE,78464.71,2616.4,7546
21-02-24,Montreal West,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Pending,791,859,12062.25,TRUE,26,FALSE,136317.82,910.6,8885
22-02-24,Montreal North,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Fulfilled,682,972,3186.38,TRUE,27,TRUE,160429.21,826.9,9760
23-02-24,Montreal North,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,197,421,6440.39,TRUE,24,FALSE,38397.05,1809.9,11010
24-02-24,Montreal West,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,154,2644,5755.85,TRUE,21,FALSE,33030.75,1963,9845
24-02-24,Montreal South,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,750,721,8312.43,TRUE,8,TRUE,119821.75,519.2,6846
25-02-24,Montreal South,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,1107,115,5717.67,TRUE,25,FALSE,94480.83,1255.6,7857
26-02-24,Montreal East,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,176,2556,10452.49,TRUE,7,FALSE,12860.86,3237.6,7392
27-02-24,Montreal East,Smart Devices,Nova Distribution,Verdun Storage Facility,Fulfilled,74,2459,10350.29,TRUE,8,FALSE,14526.79,3065.9,6090
28-02-24,Montreal West,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,54,2986,4276.38,TRUE,17,FALSE,8365.79,3640.3,6501
29-02-24,Montreal South,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Canceled,436,3711,8459.9,TRUE,8,FALSE,33840.89,2798.1,6105
